,data
2383,@Reisa_BA What will the government do if the independent vaccine is the same as the government vaccine? Is there another vaccine outside of vaccines… https://t.co/6vhrLDzW9a
2384,"Nusantara Vaccines |

IN this world vaccine race, Indonesia can overtake around the corner. Can be like a Mich racer… https://t.co/N0IzRrLOZE"
2385,"Vaccination in Scotland has markedly reduced a patient's risk of being hospitalized for Covid-19.
It shows… https://t.co/q9Z7OXD9JI"
2386,"@abys__ So, the vaccination program that the government has prepared so far is 4 brands (Sinovac, AstraZeneca, Pfizer… https://t.co/8i8pZTfYUC"
2387,"@_aintover So, the vaccination program that the government has prepared so far are 4 brands (Sinovac, AstraZeneca, Pfizer… https://t.co/fgkwGKz5FH"
2388,"YB Khairy Jamaluddin is ready to be the first person to receive the COVID-19 vaccine apart from Pfizer. Maybe Sinovac, Sputn… https://t.co/5X5VYdCkjP"
2389,"Continuous supply ensures AstraZenca vaccine is guaranteed - https://t.co/A1qIZ2wIi6
PETALING JAYA: Malaysia will start… https://t.co/5Px5gDmSKj"
2390,"AstraZeneca turned out to use the enzyme trypsin derived from mushrooms, not pork. #TempoTekno https://t.co/uh6N4IoiVw"
2391,Adverse Events After AstraZeneca Vaccine Immunization Are Mild https://t.co/ZhtgHExtAQ
2392,"I'm ashamed of the skullcap, where is the Koran? Why is anything haram, what's haram it's the crotch turn ""ha l a l""...!Provides… https://t.co/Rr3KlVc0Yy"
2393,COVID-19 vaccine: No evidence of use of AstraZeneca needs to be blocked https://t.co/cXkQ5D3uLn
2394,EMA will continue to monitor and review reports of new reported cases of blood clotting allegations.… https://t.co/rzJQddhpI6
2395,"Want the title of professor cake. Flipflop used to say that govt was stupid, but after Astrazeneca was disabled, then ""oh yeah be… https://t.co/U05YM2jGok"
2396,Adverse Events After AstraZeneca Vaccine Immunization Including Mild https://t.co/SE9mzM5SuV
2397,Adverse Events After AstraZeneca Vaccine Immunization Are Mild https://t.co/SE9mzM5SuV via @kabar_tangsel
2398,"Still Don't Want To Fuckin
Does anyone want??

Personally I Reject AstraZeneca

Rizal said, refusal is defending… https://t.co/mR4vfvTR4e"
2399,Uinsa Surabaya Professor Rejects Astrazeneca Vaccine https://t.co/RIxUA83wZy
2400,"India's Steps to Stop AstraZeneca Vaccine Exports Threaten Indonesia to South Korea

https://t.co/vsfo06g2sL"
2401,Yemen Receives First Shipment of AstraZeneca Vaccine from COVAX https://t.co/Qzo2U1l8kb
2402,Adverse Events After AstraZeneca Vaccine Immunization Included in the Mild Category https://t.co/4gVP7thLUF
2403,Adverse Events After AstraZeneca Vaccine Immunization Included in the Mild Category https://t.co/4gVP7t0aw5 via @Indopolitika
2404,side.. Germany Restricts AstraZeneca Vaccine to Elderly Only for Safety Reasons - DW (Indonesian) https://t.co/oAW0zx1hu2 ..perempuan
2405,"Firmly Calling AstraZeneca Vaccine Haram Absolute, Prof DR KH Asep Saifuddin: Consuming Dead Pigs Will Be Difficult… https://t.co/xpVMcucjdA"
2406,"Spain expands use of AstraZeneca vaccine as cases increase again - https://t.co/0ynYOtIflF
MADRID (R… https://t.co/8sdzu2Sazt"
2407,"Malaysia Receives 600,000 Dos of AstraZeneca Vaccine In Jun - Khairy https://t.co/JHhpIWkewh https://t.co/kwOGTxs7lj"
2408,"@FMasriati If it's a vaccine, avoid the astrazeneca, okay.! If possible, pfizer."
2409,"#BHdunia The country received the AstraZeneca vaccine through COVAX, a global scheme supported by the Health Sedu… https://t.co/Y19kPPxcYz"
2410,MUI: 5 Reasons Why AstraZeneca Vaccine Is Allowed https://t.co/ATbwr3auwC
2411,MUI: 5 Reasons Why AstraZeneca Vaccine Is Allowed https://t.co/0I6wfVMMKh
2412,Fatwa is haram but allowed: this is how the actual Astrazeneca vaccine production process is https://t.co/IAxgseeJTY via @ConversationIDN
2413,"""At the end of the day, AstraZeneca really describes the reflection of classy society in Malaysia which is still feudal.… https://t.co/5y0b4Va0lt"
2414,"Azərbaycanda gələn həftədən AstraZeneca peyvəndinin tətbiqinə başlanılacaq. Miss new vaccine, saytımızda oxuya bilər… https://t.co/x0mYYw3qzd"
2415,"RI Gets Additional Sinovac and AstraZeneca Vaccines, Minister of Health Budi Gunadi: Come on, Let's Inject More https://t.co/nptcH9rASe"
2416,Travel Banned AstraZeneca Vaccine from India Revoked https://t.co/71GNGG9sRm
2417,"@SPlandemic India's blow up looks systematic. After the hoax, AstraZeneca immediately negotiated with the Indian government… https://t.co/aClt75ASFv"
2418,"Again! COVID-19 vaccine stage 10 arrives in Indonesia https://t.co/pUmRoewSAM

#vacsincovid19 #vacsinsinovac #sinopharm… https://t.co/2sRKg3jO9X"
2419,"ASTRAZENECA IS NOT FOR GOLDEN CITIZENS

KUALA LUMPUR: The kingdom needs to guarantee the AstraZeneca vaccine injection is not… https://t.co/ESqPyKBitr"
2420,Where to apply the astrazeneca vaccine? First come first serve right.
2421,"Please reply, @Khairykj, the carca marba is the state vaccination program. The musykil people: why did Sarawak refuse the vaccine? https://t.co/bbBbN8aLyb"
2422,Ministry of Health: India's AstraZeneca Vaccine Embargo lifted https://t.co/gPAEjSKyFR
2423,Ministry of Health: AstraZeneca Vaccine Embargo Has Been Revoked https://t.co/k5omH70s4Z
2424,Ministry of Health: AstraZeneca Vaccine Travel Ban Revoked https://t.co/Nb0Zng0VWv
2425,"Selling Covid-19 Vaccine, AstraZeneca Cuan Rp 3.9 Trillion https://t.co/kkdAJk43DX"
2426,Ministry of Health: AstraZeneca Vaccine Embargo Revoked https://t.co/p4futzxIx3
2427,"The sale came from 68 million doses of the vaccine, which was launched with a single injection at a price of US$4. https://t.co/EHy5Q2gVRE"
2428,"Arrived 6 million doses of raw materials from Sinovac Biotech Ltd and 482,400 doses of vaccine in finished form from Sinopharm. In… https://t.co/k6Wf9CKW7m"
2429,"5 reasons MUI allows AstraZeneca Vaccine!

#VaksinasiNasional https://t.co/ofn9kI9rP2"
2430,Cases of blood clotting disorders that occurred in a number of European countries after the injection of the AstraZeneca vaccine did not… https://t.co/jHFsKeLfM1
2431,"The largest number of distributions of AstraZeneca vaccine to the provinces of East Java and Bali. In these two provinces, until now… https://t.co/Z54BczeSbu"
2432,Fatwa is haram but allowed: this is how the actual Astrazeneca vaccine production process is https://t.co/00TLIKqjCo
2433,"the presence of the Sinopharm Vaccine changes the type of vaccine that will be used for the national vaccination program, namely the S… https://t.co/jcZsh6bt1u vaccine"
2434,"Today the Sinopharm vaccine arrives,

With the presence of the Sinopharm Vaccine, it adds the type of vaccine that will be used for p… https://t.co/eqh9C7bjhG"
2435,Ministry of Health Says AstraZeneca Vaccine Embargo from India Has Been Revoked #LengkapCepatBeritanya #BeritaTerkini #Berita… https://t.co/eeMWqZJuTU
2436,"The AstraZeneca vaccine provides higher protection.

#VaksinasiNasional https://t.co/Emd1iO6WJr"
2437,South Korea reports the first case of blood clots in its territory related to the Corona virus (COVID-19) vaccine made by AstraZe… https://t.co/AM3wZ5wDMh
2438,"6.41 million doses of ready-made vaccine produced by AstraZeneca, and 1 million doses of finished vaccine produced by Sinopharm in… https://t.co/vOjdrIWYjQ"
2439,The astrazeneca vaccine is effective if the new variant is COVID-19. https://t.co/hqJK3Xdwkm
2440,"Due to the delay in the country's vaccination program, Denmark will consider re-using the AstraZ vaccine… https://t.co/37TibbUGsS"
2441,Astrazeneca Vaccine https://t.co/ZESCPlVET6
2442,South Sulawesi Health Office Immediately Schedule Astrazeneca Vaccine Administration - https://t.co/ic28stZs7n https://t.co/iljN26h5Zj
2443,"I got the bad side effects of the Astrazeneca vaccine.
25/5 - get vaccinated
26/5 - fever start
27-5 - go to the clinic… https://t.co/U0Tk6t7vB2"
2444,The patient is a man in his 30s who received the injection on April 27 due to his work at the… https://t.co/83RW22yeeb
2445,"@lan_kp help answer. AZ is formulated by Oxford Univ, England. In Asia there are 2 producing countries, Korea &amp; india… https://t.co/bK35GtdfX9"
2446,"3.27 million people (3,270,000) have received the Oxford-AstraZeneca vaccine in South Korea. There is only one case of side effect… https://t.co/APTU4bWSmr"
2447,@Nusantaraku01 Astrazeneca vaccine batch CTMAV547 is safe to use
2448,"@Dnok_Ayu All vaccines are equally effective, including AstraZeneca."
2449,South Sulawesi Health Office Immediately Schedule Astrazeneca Vaccine Administration - https://t.co/FoUF7I2PR2 https://t.co/vkWHmxCynO
2450,"Astrazeneca Vaccine Safe, Health Office Waits for Official Letter - https://t.co/cYZP7vCYi8 https://t.co/IObzlx3Mur"
2451,@Dnok_Ayu AstraZeneca vaccine batch CTMAV547 is reusable. Alhamdulillah safe
2452,"The Brother of the Fauqi Trio Who Died Due to the AstraZeneca Vaccine ️

https://t.co/gui8W6XEN5"
2453,The side effects of the astrazeneca vaccine are so hot I can't sleep well
2454,@kompascom Why not use AstraZeneca or Pfizer or Moderna sir? Why are people given a trial rabbit vaccine… https://t.co/MPAQzgvnjA
2455,"Revealed! Sinovac Vaccine Prices in Indonesia https://t.co/wam0RfEEs2
How much does the Oxford-AstraZeneca Vaccine cost? https://t.co/L0VD3RPGha"
2456,"Revealed! Sinovac Vaccine Prices in Indonesia https://t.co/wam0RfEEs2
How much does the Oxford-AstraZeneca Vaccine cost? https://t.co/jld8GDAZb0"
2457,@kompascom Why is the astrazeneca vaccine so overrated? Pdhl eats a lot of victims too. 95% of those vaccinated with A… https://t.co/ehTbToojJJ
2458,"@bonniebulb @asumsico I'm a gerd and I've had the first astrazeneca vaccine, no effect, just sore. Continue 12 days… https://t.co/dfqzuaD1G1"
2459,"@dyahNeZza - In the midst of a pandemic, European Union countries have begun to open their borders through vaccine certificates. However, the vaccine… https://t.co/Yu3szkfGcV"
2460,"Carina Joe, Indonesian Scientist One of the Owners of the AstraZeneca Vaccine PATENT.

https://t.co/AHEkvtLZNh

Indonesian people… https://t.co/HmR1UkGSdo"
2461,AstraZeneca researcher Indra Rudiansyah has a message for mothers who are still busy choosing vaccines. What's the message?… https://t.co/Ivmhi8neyn
2462,@tiwailifee I got the astrazeneca vaccine.. hmmm.. I don't have any aftereffect.. it's just sore.. some are… https://t.co/tIL9y6Y3HI
2463,@kompascom @AngrySipelebegu https://t.co/EzHM7WyQ3G
2464,@kompascom @AngrySipelebegu https://t.co/rh7gv4E5g6
2465,@kompascom @AngrySipelebegu https://t.co/Uu52LBsIhw
2466,The Indonesian student who is studying in the UK has stolen the public's attention because he is part of the COVID-1 vaccine research team… https://t.co/Pm99TNMfDL
2467,"Actually this world will be like a Divergent movie starting from the division of the group with the Vaccine
Sinovac, Si… https://t.co/AquA2Git9q"
2468,@chiiiiron means canceling the astrazeneca vaccine yo
2469,"It's also funny to see the accounts of the Nationalists, Jokowers, arguing about the BPOM issue with Terawan on the Nusantara Vaccine issue and… https://t.co/sWb099rphc"
2470,Vaccination using AstraZeneca and Pfizer vaccines https://t.co/TOyFH96hNd
2471,"To all AstraZeneca vaccine recipients who missed their 2nd dose &amp; haven't taken the 2nd dose, please take it sece… https://t.co/fMN6rQRCi9"
2472,today otw second vaccine astrazeneca. be safe ️
2473,@JKJAVMY And which one of these Health Clinics provides the AstraZeneca (AZ) vaccine for those who missed the second dose?
2474,"Preparation for Offline Lectures, Wisnuwardhana University Holds 1,000 doses of Astrazenneca vaccine for students and the public… https://t.co/2L3f1MYnfi"
2475,"The total number of vaccines that arrived was 796,800 doses of AstraZeneca. Total vaccine received both in bulk and… https://t.co/uIySwAJWXY"
2476,"In total, Indonesia has received 274,400,590 doses, both in bulk and ready-made vaccines.
#AstraZeneca
https://t.co/RktmgDsjqn"
2477,"@Kota_Tangerang hello, I want to ask where is the 2 ciledug dose of astrazeneca vaccine available, right?"
2478,"The AstraZeneca vaccine is generally a safe and effective vaccine.

Vaccines Heal the Nation https://t.co/Y3q4xC1hXR"
2479,"Indonesia is back with the arrival of the 80th stage of the vaccine in the form of a donation from the Italian Government through the COVAX Facility, k… https://t.co/OI9N5f5ixI"
2480,"The government received the arrival of 796,900 AstraZeneca Covid-19 vaccines from Italy on Thursday (30/9). Donate t… https://t.co/VndDzU3nF5"
2481,"The Story Behind the Success of the AstraZeneca Vaccine Inventor, When High School Was Angry Because of a Math Test - https://t.co/FfnTIxPXGF"
2482,"The Sinovac vaccine is just too hard
Astrazeneca, boss, nudge it"
2483,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/u4wuMAZaaN Vaccines"
2484,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/57pXd0i6zq
2485,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/w97Y1EGqKC
2486,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/5zurqJSiga
2487,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/4hS86desbG Vaccines"
2488,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/Pa9JiZINjP Vaccines"
2489,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/7VppHANJXm
2490,"Indonesia Receives 796,800 Doses of AstraZeneca Vaccine from Italy https://t.co/qXVPMxupZm"
2491,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/Z6vJHggvE1 Vaccines"
2492,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/MKQTZKif8s
2493,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/eHXcpK68oJ
2494,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/8AdIewBD7u Vaccines"
2495,"Vaccines Heal the Nation - WHO has Published a Usage List (EUL) for AstraZeneca, Pfizer, Moderna and… https://t.co/wCgRxVfOYX Vaccines"
2496,Vaccines Heal the Nation - AstraZeneca vaccines are generally safe and effective vaccines https://t.co/PPjHl9iGjq
2497,"Donation of 796,800 doses of AstraZeneca Vaccine from the Italian Government Arrives in Indonesia https://t.co/zAUswUHjbE https://t.co/zj2F1JHWrf"
2498,"Indonesia Receives 796,800 Doses of AstraZeneca Vaccine from Italy https://t.co/7TlrVn7x65"
2499,"Indonesia received assistance for 796,800 doses of AstraZeneca vaccine from Italy https://t.co/bRxO2860P2"
2500,"Soetta Airport Arrivals Astrazeneca Vaccine, TNI-POLRI Standby https://t.co/ba0qfC0JB5"
2501,"Jakarta (https://t.co/9bpfvWuI4R) – Indonesia received the arrival of 796,800 doses of AstraZeneca COVID-19 vaccine which… https://t.co/6EDj93RphZ"
2502,"Thank you Italy, 796,800 doses of AstraZeneca Vaccine Arrived in Indonesia https://t.co/eAXnsviUOv"
2503,"796,800 AstraZeneca Vaccines Aid Italy Arrives in Indonesia https://t.co/aMp5GnDBNb"
2504,"Indonesia Receives 796,800 doses of AstraZeneca vaccine from Italy https://t.co/wmMgObazOJ"
2505,Bhabinkamtibmas Kalurahan Ngawu Bripka Prima is backed up by the Provost Kanit Aiptu Parjiman to visit and monitor the implementation… https://t.co/wA1pQuSUnl
2506,"Swedish Study: Pfizer and AstraZeneca Vaccine Antibodies Decrease After Several Months
 
https://t.co/A1QhCCLAuL via @tribunnews"
2507,"796,800 AstraZeneca Vaccine Assistance by Italian Government Arrives in Indonesia
 
https://t.co/n4LcnjkexC via @tribunnews"
2508,"Covid-19 Vaccine Schedule in Surabaya 1 to 2 October 2021, AstraZeneca and Sinovac types available https://t.co/UOiGemto8w"
